"id","title","description","google_product_category","product_type","link","image_link","additional_image_link","condition","availability","price","sale_price","brand","mpn","gender","age_group","item_group_id","size","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4"
1000001,"ørestikker i oxideret sterlingsølv med forgyldt sølv - Runde øreringe","ørestikker i oxideret sterlingsølv med forgyldt sølv med blank overflade. - Runde øreringe","Apparel & Accessories > Jewelry > Earrings","Apparel & Accessories > Jewelry > Earrings",https://www.chanti.dk/oerestikker_i_oxideret_sterlingsoelv_med_forgyldt_soelv__-817,https://www.chanti.dk/media/catalog/product/8/1/817-0.webp,,new,"out of stock","370 DKK","305 DKK",CHANTI,,Female,Adult,,,"Category Earrings ID 4","I sølv 6",13,"< 1500"
